row_index,method_id,model,pipeline,prompt_id,prompt_version,prediction,input_tokens,output_tokens,reasoning_tokens,total_tokens,latency_s,error_km,is_mock,is_locatable
6,H-1,human-gis,static,static,1,"37.1232245, -78.4927721",0,0,0,0,0,114.8400087,0,1
6,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"36°51'38.73600""N 076°35'47.54400""W",123,2777,2752,2900,61.56708193,71.40624426,0,1
6,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"36°44'32.28000""N 76°44'56.40000""W",123,3097,3072,3220,34.58950329,54.74497625,0,1
6,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"36°55'12.34567""N 076°42'15.67890""W",123,2964,2944,3087,19.00273776,65.29080226,0,1
6,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"36°44'16.0000""N 76°52'12.0000""W",124,20,0,144,0.9639270306,44.11354463,0,1
6,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"36°43'12.0000""N 76°52'30.0000""W",124,20,0,144,0.9211368561,43.24732518,0,1
6,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"36°59'12.0""N 76°41'24.0""W",123,18,0,141,0.6181178093,70.14876049,0,1
6,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"36.928892, -76.687470",9313,677,0,9990,30.9298141,67.07557481,0,1
6,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"36.928892, -76.687470",1622,39,0,1661,1.937051058,67.07557481,0,1
7,H-1,human-gis,static,static,1,"37.1232245, -78.4927721",0,0,0,0,0,117.5069499,0,1
7,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°49'30.12345""N 077°37'45.67890""W",155,5465,5440,5620,99.57149315,68.05225738,0,1
7,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"38°12'10.66680""N 078°17'12.34900""W",155,3673,3648,3828,50.16855979,4.274026728,0,1
7,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"38°07'42.50000""N 077°31'15.00000""W",155,3476,3456,3631,28.70081186,66.03369411,0,1
7,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"38°07'36.0000""N 77°44'24.0000""W",156,20,0,176,0.8582930565,46.94039277,0,1
7,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"38°05'12.00000""N 77°44'30.00000""W",156,20,0,176,0.726201057,47.4282423,0,1
7,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"38°03'32.4""N 77°49'13.2""W",159,18,0,177,0.9179599285,41.46763711,0,1
7,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.907336, -77.561828",2104,563,0,2667,14.15897584,68.71006949,0,1
7,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"38.055753, -77.584761",8899,207,0,9106,11.16496301,61.57050559,0,1
8,H-1,human-gis,static,static,1,"37.1232245, -78.4927721",0,0,0,0,0,78.74118672,0,1
8,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°11'38.76000""N 077°19'48.36000""W",127,2905,2880,3032,46.9335413,25.64017773,0,1
8,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°03'00.51480""N 77°16'12.92520""W",127,5209,5184,5336,101.6163411,36.82329031,0,1
8,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°10'00.00000""N 077°20'00.00000""W",127,2708,2688,2835,25.49743676,26.08075832,0,1
8,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"37°13'16.0000""N 77°30'44.0000""W",128,20,0,148,0.9216251373,9.234784623,0,1
8,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"37°12'45.0000""N 77°31'30.0000""W",128,20,0,148,0.530531168,8.354451384,0,1
8,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"38°42'12.0""N 77°15'36.0""W",128,18,0,146,0.698004961,166.2308832,0,1
8,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.159305, -77.240515",12532,950,0,13482,33.61231208,34.22397941,0,1
8,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.159305, -77.240515",1633,42,0,1675,2.4129951,34.22397941,0,1
9,H-1,human-gis,static,static,1,"37.1232245, -78.4927721",0,0,0,0,0,121.4255771,0,1
9,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°59'22.00000""N 077°32'14.00000""W",161,2201,2176,2362,39.36609387,15.53049085,0,1
9,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"38°01'21.72000""N 077°32'48.48000""W",161,2649,2624,2810,41.7257309,14.26836259,0,1
9,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"38°14'30.00000""N 077°36'30.00000""W",161,4372,4352,4533,38.98280501,26.0147347,0,1
9,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"38°07'54.0000""N 77°44'10.0000""W",162,20,0,182,1.444062948,12.44331747,0,1
9,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"38°05'12.00000""N 77°43'48.00000""W",162,20,0,182,1.069000959,7.438475449,0,1
9,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"38°13'42.0""N 77°45'18.0""W",166,18,0,184,2.358899117,23.31470073,0,1
9,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.907336, -77.561828",1896,178,0,2074,7.369223118,18.15914794,0,1
9,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.907336, -77.561828",1711,45,0,1756,2.241859674,18.15914794,0,1
10,H-1,human-gis,static,static,1,"37.1232245, -78.4927721",0,0,0,0,0,70.6985293,0,0
10,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°49'38.56512""N 077°00'20.73924""W",137,2649,2624,2786,55.20451617,212.904061,0,0
10,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°33'36.00000""N 076°51'36.00000""W",137,6425,6400,6562,136.4325192,218.0457894,0,0
10,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°42'30.00000""N 077°02'15.00000""W",137,2324,2304,2461,15.803581,206.3818958,0,0
10,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"37°41'13.0000""N 77°00'43.0000""W",138,20,0,158,1.647475958,207.9434891,0,0
10,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"37°42'12.0000""N 77°00'36.0000""W",138,20,0,158,0.4597780704,208.5721748,0,0
10,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"37°41'12.9""N 77°4'39.6""W",138,18,0,156,0.4312911034,202.3490692,0,0
10,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.737212, -77.148516",4175,316,0,4491,12.21771073,197.8959849,0,0
10,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.737212, -77.148516",6101,143,0,6244,38.67054319,197.8959849,0,0
11,H-1,human-gis,static,static,1,"37.5131191, -77.3465081",0,0,0,0,0,36.92957721,0,1
11,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°14'00.22560""N 077°21'01.04760""W",143,2649,2624,2792,47.040066,28.56637106,0,1
11,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°16'01.20000""N 077°34'30.00000""W",143,5977,5952,6120,82.33170414,8.462780315,0,1
11,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°32'40.00000""N 077°27'20.00000""W",143,2580,2560,2723,24.88306475,33.12866818,0,1
11,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"37°18'56.0000""N 77°27'13.0000""W",144,20,0,164,0.6717438698,18.66490634,0,1
11,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"37°17'12.0000""N 77°28'30.0000""W",144,20,0,164,0.7111618519,16.6884304,0,1
11,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"37°18'29.7""N 77°24'44.1""W",144,18,0,162,0.7068419456,22.24097783,0,1
11,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.505933, -77.332443",5002,642,0,5644,18.12512279,37.3771844,0,1
11,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.505933, -77.332443",1655,37,0,1692,2.20949626,37.3771844,0,1
12,H-1,human-gis,static,static,1,"37.1232245, -78.4927721",0,0,0,0,0,119.211574,0,1
12,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"38°11'42.65432""N 077°32'17.43827""W",165,3417,3392,3582,66.35624504,63.51537697,0,1
12,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"38°32'24.00000""N 78°19'48.00000""W",165,4185,4160,4350,60.75462222,40.43367188,0,1
12,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"38°01'20.00000""N 077°44'30.00000""W",165,3796,3776,3961,28.94949293,49.01027942,0,1
12,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"38°17'16.0000""N 78°10'12.0000""W",166,20,0,186,0.707627058,14.55958588,0,1
12,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"38°17'12.0000""N 78°03'36.0000""W",166,20,0,186,1.135495186,21.45260292,0,1
12,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"38°19'47.1""N 77°54'12.6""W",167,18,0,185,0.7900960445,35.66162299,0,1
12,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"38.225836, -77.624578",4798,394,0,5192,8.310170174,56.16170059,0,1
12,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"38.225836, -77.624578",9040,210,0,9250,13.84053707,56.16170059,0,1
13,H-1,human-gis,static,static,1,"37.1232245, -78.4927721",0,0,0,0,0,117.504446,0,1
13,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°49'30.00000""N 077°32'30.00000""W",125,1689,1664,1814,11.99240494,26.31475684,0,1
13,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°41'28.00000""N 077°35'20.00000""W",125,2265,2240,2390,27.16147423,36.84560379,0,1
13,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°21'15.12345""N 77°25'45.67890""W",125,3156,3136,3281,25.34423709,76.8583773,0,1
13,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"37°44'10.0000""N 77°27'30.0000""W",126,20,0,146,0.721785307,38.56668376,0,1
13,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"37°45'12.0000""N 77°30'36.0000""W",126,20,0,146,0.6139566898,34.21944571,0,1
13,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"37°45'12.00000""N 77°29'24.00000""W",128,20,0,148,0.528907061,35.30847546,0,1
13,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.777207, -77.516079",2943,277,0,3220,8.69132185,31.80220881,0,1
13,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.777207, -77.516079",1617,36,0,1653,1.837865114,31.80220881,0,1
14,H-1,human-gis,static,static,1,"37.5131191, -77.3465081",0,0,0,0,0,44.71717757,0,1
14,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°30'48.50000""N 077°53'15.00000""W",154,2201,2176,2355,20.38169789,12.95353112,0,1
14,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°37'13.04040""N 77°48'15.48000""W",154,2201,2176,2355,31.535918,2.698240487,0,1
14,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°31'30.00000""N 077°27'00.00000""W",154,2388,2368,2542,27.64819527,35.59723573,0,1
14,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"37°36'37.0000""N 77°51'14.0000""W",155,20,0,175,0.6262938976,2.140620536,0,1
14,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"37°34'12.0000""N 77°48'36.0000""W",155,20,0,175,0.4926588535,6.206406803,0,1
14,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"37°24'12.0""N 77°22'48.0""W",157,18,0,175,0.8031749725,46.92394938,0,1
14,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.505933, -77.332443",3027,280,0,3307,6.981099844,46.13120441,0,1
14,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.505933, -77.332443",1673,35,0,1708,1.984452963,46.13120441,0,1
15,H-1,human-gis,static,static,1,"37.5131191, -77.3465081",0,0,0,0,0,30.63393703,0,1
15,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°24'21.56000""N 077°25'17.03640""W",143,3097,3072,3240,26.69959307,24.46544029,0,1
15,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°27'36.00000""N 77°38'24.00000""W",143,4697,4672,4840,70.22659206,4.303717576,0,1
15,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°32'15.12345""N 077°31'42.98765""W",143,2708,2688,2851,22.8919692,16.24116418,0,1
15,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"37°22'36.0000""N 77°31'48.0000""W",144,20,0,164,1.335229874,17.08563354,0,1
15,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"37°21'12.0000""N 77°36'00.0000""W",144,20,0,164,0.6545350552,14.65983904,0,1
15,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"37°24'15.6""N 77°22'30.0""W",144,18,0,162,0.746182919,28.47687015,0,1
15,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.463138, -77.398207",11214,659,0,11873,22.468606,25.60974647,0,1
15,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.400688, -77.560140",7411,187,0,7598,11.31273508,13.38716101,0,1
16,H-1,human-gis,static,static,1,"37.5131191, -77.3465081",0,0,0,0,0,5.9769941,0,1
16,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°24'13.56789""N 077°19'42.98765""W",195,1689,1664,1884,16.17659807,17.7019801,0,1
16,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°31'21.07200""N 077°23'38.00400""W",195,3993,3968,4188,43.04702592,3.762542468,0,1
16,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°33'00.00000""N 077°27'30.00000""W",195,2772,2752,2967,29.74424601,6.285119673,0,1
16,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"37°28'16.0000""N 77°21'12.0000""W",196,20,0,216,0.9157938957,9.903455512,0,1
16,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"37°25'12.0000""N 77°22'30.0000""W",196,20,0,216,1.121748924,15.15870861,0,1
16,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"37°24'17.5""N 77°24'29.3""W",197,18,0,215,0.8302130699,16.9013472,0,1
16,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.505933, -77.332443",1959,243,0,2202,7.634028912,7.380305278,0,1
16,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.505933, -77.332443",1759,37,0,1796,2.186422825,7.380305278,0,1
17,H-1,human-gis,static,static,1,"37.1232245, -78.4927721",0,0,0,0,0,136.7597719,0,1
17,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°48'46.80000""N 077°01'08.40000""W",130,2393,2368,2523,27.22362185,26.77172009,0,1
17,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°54'54.00000""N 77°09'28.80000""W",130,4249,4224,4379,52.17489195,12.39929512,0,1
17,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°29'45.00000""N 076°56'30.00000""W",130,4116,4096,4246,42.71645904,55.6030458,0,1
17,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"37°41'32.0000""N 77°00'12.0000""W",131,20,0,151,0.8921918869,35.38619735,0,1
17,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"37°41'10.0000""N 77°00'45.0000""W",131,20,0,151,1.003971815,35.27231227,0,1
17,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"37°41'24.0""N 77°06'36.0""W",131,18,0,149,0.6145327091,29.40940819,0,1
17,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.737212, -77.148516",5314,897,0,6211,16.79344416,23.16409674,0,1
17,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.737212, -77.148516",2621,74,0,2695,4.634059906,23.16409674,0,1
18,H-1,human-gis,static,static,1,"37.1118778, -76.895924",0,0,0,0,0,25.769616,0,1
18,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°03'31.87234""N 076°53'39.46572""W",139,1945,1920,2084,17.90698695,24.57936527,0,1
18,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"37°02'45.00000""N 77°12'30.00000""W",139,4505,4480,4644,46.06866598,3.691119082,0,1
18,M-3,o3-mini-2025-01-31,one_shot,one_shot_dms_v1,v1,"37°10'30.00000""N 076°55'00.00000""W",139,3668,3648,3807,32.87146616,27.35997689,0,1
18,M-4,gpt-4.1-2025-04-14,one_shot,one_shot_dms_v1,v1,"36°52'16.0000""N 77°07'12.0000""W",140,20,0,160,0.8568620682,18.63654993,0,1
18,M-5,chatgpt-4o-latest,one_shot,one_shot_dms_v1,v1,"36°52'12.0000""N 77°07'30.0000""W",140,20,0,160,0.6709859371,18.65747462,0,1
18,M-6,gpt-3.5-turbo,one_shot,one_shot_dms_v1,v1,"36°41'22.0""N 76°54'11.4""W",140,18,0,158,0.6149420738,45.04534906,0,1
18,T-1,o4-mini-2025-04-16,tool_chain,tool_chain_v0,v5,"37.095621, -76.910017",11456,719,0,12175,20.58292079,24.02106494,0,1
18,T-4,gpt-4.1-2025-04-14,tool_chain,tool_chain_v0,v5,"37.095621, -76.910017",4025,112,0,4137,6.162319183,24.02106494,0,1
19,H-1,human-gis,static,static,1,"36.8953677, -76.7248143",0,0,0,0,0,39.89841905,0,1
19,M-1,o4-mini-2025-04-16,one_shot,one_shot_dms_v1,v1,"36°43'58.44000""N 077°02'42.00000""W",127,3417,3392,3544,28.53053403,7.589875083,0,1
19,M-2,o3-2025-04-16,one_shot,one_shot_dms_v1,v1,"36°42'00.00000""N 077°05'30.00000""W",127,4121,4096,4248,43.33622289,3.990002126,0,1
