grant_id,name_std,acreage,year,county_text,raw_entry
IV_15_33,Roger Williams Of Hanover Co.,400.0,1733.0,,"ROGER WILLIAMS of Hanover
Co., 400 acs. NL in sd Co. on
Stagg Cr.; adj. Thomas Lacey, &
Pate; 20 Jun 1733, p.20. £2."
IV_15_34,Nicholas Blancumbaker,300.0,1733.0,,"NICHOLAS BLANCUMBAKER
of St. Mark’s Par. Spotsyl. Co.,
300 acs. NL in sd Par. & Co., on
Great Fork of the Rappardan Riv.
on brs. of the Passing run & White
Oak run, adj. sd Blancumbaker &
John Trotter; 20 Jun 1733, p.20.
£1.S10."
IV_15_35,David Kincade,400.0,1733.0,,"DAVID KINCADE of St. Mark’s
Par. Spotsyl. Co., 400 acs. NL in
sd Par. & Co., in Great Fork of
Rappahannock Riv. on N side of
the head of the br. of Devil’s run;
20 Jun 1733, p.21. £2."
IV_15_36,John Haskew Of St. Geo. Par. Spotsyl. Co.,400.0,1733.0,,"JOHN HASKEW of St. Geo. Par.
Spotsyl. Co., 400 acs. in St. Marks
Par. in sd Co., in great Fork of
Rappahannock Riv., by blew
Cowslip run; adj. David Mitchel &
John Gordon; 20 Jun 1733, p.21.
£2."
IV_15_37,Edward Abbat,400.0,1733.0,,"EDWARD ABBAT, 400 acs. NL
in St. Marks Par. Spotsyl. Co., in
the Great Fork of Rappahannock
Riv. adj. Col. Alexander
Spotswood & William Russel; 20
Jun 1733, p.22. £2."
IV_15_38,Evan Vaughan Of St. Geo. Par. Spotsyl. Co.,70.0,1733.0,,"EVAN VAUGHAN of St. Geo.
Par. Spotsyl. Co., 70 acs. NL in sd
Par. & Co., in the Little Fork of
Rappahannock Riv. & N side the
North Fork of Goardvine Riv.; 20
Jun 1733, p.22. 10 Shill."
IV_15_39,Richard Tutt Of St. Geo. Par. Spotsyl. Co.,650.0,1733.0,,"RICHARD TUTT of St. Geo. Par.
Spotsyl. Co., 650 acs. NL in Par.
of St. Marks in sd Co.; in the
Great Fork of Rapp.A. Riv. on a
br. of Mountain Run; 20 Jun 1733,
p.23. £3.10."
IV_15_40,Charles Anderson Of Pr. Geo. Co.,400.0,1733.0,,"CHARLES ANDERSON of Pr.
Geo. Co., 400 acs. NL in sd Co.
on the heads of Wills run of Stoney
Cr. & joyning Robert Bollings
Sappone Tract; 20 Jun 1733, p.23.
£2."
IV_15_41,Richard Smith Of Pr. Geo. Co.,400.0,1733.0,,"RICHARD SMITH of Pr. Geo.
Co., 400 acs. NL in sd Co. on
both sides of the Seller Fork of
Deep Cr., by a Small Spring Br.
adj. Charles William’s lower line;
20 Jun 1733, p.24. £2.
JOSEPH TURNER of Is. of Wight
Co., 330 acs. NL in sd Co. on S
side of Maherrin Riv. on Fox br.,
adj. sd Turner & John Baptist
Curtis; 20 Jun 1733, p.24. £1.S15."
IV_15_42,Richard Butler Of Pr. Geo. Co.,120.0,1733.0,,"RICHARD BUTLER of Pr. Geo.
Co., 120 acs. NL in sd Co., on S
side Warwick Sw. by the Nottoway
Riv. Road, adj. his old line &
Richard Flewellin; 20 Jun 1733,
p-24. 15 Shill."
IV_15_45,John Jones Of Surry Co.,545.0,1733.0,,"JOHN JONES of Surry Co., 545
acs. NL in sd Co. on N side of
Nottoway Riv., W side of West
Prong of Rocky Br., adj. Jone’s
other L., 20 Jun 1733, p.27.
£2.S15."
IV_15_52,Ephriam Lisles Of Pr. Geo. Co.,204.0,1733.0,,"EPHRIAM LISLES of Pr. Geo.
Co., 204 acs. NL in sd Co. on
both sides Buckskin Cr., adj.
Abernathy & William Davis; 20
Jun 1733, p.31."
IV_15_56,Ambrose Joshua Smith Of Hanover Co.,400.0,1733.0,,"AMBROSE JOSHUA SMITH of
Hanover Co., 400 acs. NL in sd
Co. on both sides of the South or
Middle Fork of Contrary Riv. adj.
Benjamin Brown; 20 Jun 1733,
p.33. £2."
IV_15_58,John Blalock Of Hanover Co.,20.0,1733.0,,"JOHN BLALOCK of Hanover Co.,
1,020 acs. NL in sd Co. on both
sides the South Fork of Cubb Cr.;
adj. John Horn, Blalock, David
Harris, Marmaduke Kimbrow,
Christopher Clark, Thomas Foard
& Thomas Rice; 20 Jun 1733,
p.34. £5.85."
IV_15_59,Thomas Jarman (jerman,87.0,1733.0,,"THOMAS JARMAN
(Jerman/German) of Spotsyl., 87
acs. NL in Par. of St. Geo. in sd
Co. on both sides Plentiful Run;
adj. Thomas Allen, Capt. John
Camm & Mr Harry Beverley; 20
Jun 1733, p.35. 10 Shill."
IV_15_64,Nathaniel Tatum Junr. Of Pr. Geo. Co.,327.0,1733.0,,"NATHANIEL TATUM  Junr. of
Pr. Geo. Co., 327 acs. NL in sd
Co. on S side Joseph’s Sw.; on
Fountains Br., brs. of Cherry
Orchard & the Fork of Thornton’s
Br.; adj. William Cotten, Lewis
Green & Davis; 20 Jun 1733, p.38.
£1.S15."
IV_15_65,William Poythris Of Pr. Geo. Co.,24.0,1733.0,,"WILLIAM POYTHRIS of Pr. Geo.
Co., Gent., 1,024 acs. NL in sd
Co. on S side Tommaheton Sw. &
lower end of the open Beaverpond
above the butterwoods; 20 Jun
1733, p.39. £5.85."
IV_15_66,John Parsons Junr. Of Is. Of Wight Co.,120.0,1733.0,,"JOHN PARSONS JUNR. of Is. of
Wight Co., 120 acs. NL in sd Co.
on N_ side Maherin Riv., adj.
Francis Sharp & Richard Norwood;
20 Jun 1733, p.39. 15 Shill."
IV_15_67,John Adams Of Pr. Geo. Co.,400.0,1733.0,,"JOHN ADAMS of Pr. Geo. Co.,
400 acs. NL in sd Co. on upper
side of Deep Cr. on beaverpond
br., adj. Abraham Burton; 20 Jun
1733, p.39. £2."
IV_15_68,Thomas Raynes Of Pr. Geo. Co.,400.0,1733.0,,"THOMAS RAYNES of Pr. Geo.
Co., 400 acs. NL in sd Co. on N
side Jones Hole Sw., upon Great
br. of Jones Hole Sw., by the
Road, adj. John Whitmore & John
Hill; 20 Jun 1733, p.40. £2."
IV_15_75,Martin Middleton Of Is. Of Wight Co.,170.0,1733.0,,"MARTIN MIDDLETON of Is. of
Wight Co., 170 acs. NL in sd Co.,
on S side Nottoway Riv., down the
Reedy br.; adj. Frances Scott, sd
Middleton & Mr Nicholas Cocke;
20 Jun 1733, p.44. £1."
IV_15_77,Peter Jones Junr,211.0,1733.0,,"PETER JONES JUNR. of Pr. Geo.
Co. 211 acs. NL in sd Co. on N
side Nottoway Riv., by Sary’s
Spring & Sary’s Spring Br. on
Wall’s run; bet. his own, Edward
Colwell/Colwall, Crawley’s &
Abraham Jones’s lines; adj. Peter
Jones; 20 Jun 1733, p.45. £1.85."
IV_15_78,Francis Harris Of Is. Of Wight Co.,100.0,1733.0,,"FRANCIS HARRIS of Is. of Wight
Co., 100 acs. NL in sd Co. on S
side Maherrin Riv., adj. James
Lundy, John Baptist Curtis &
Foster Reeve’s; 20 Jun 1733, p.45.
10 Shill."
IV_15_79,John Farguson Of Pr. Geo. Co.,400.0,1733.0,,"JOHN FARGUSON of Pr. Geo.
Co., 400 acs. NL in sd Co. on
upper side of Flatt Cr. below the
Lower Tommahawke Br.; 20 Jun
1733, p.46. £2."
IV_15_82,William Poythris Of Pr. Geo. Co.,297.0,1733.0,,"WILLIAM POYTHRIS of Pr. Geo.
Co., 297 acs. NL in sd Co. on
both sides of the reedy br. of
Butterwood Sw., at his old Corner
near Eppes, adj. John Clayton; 20
Jun 1733, p.47. £1.810."
IV_15_84,Adam Rutherford Of Hanover Co.,354.0,1733.0,,"ADAM RUTHERFORD of
Hanover Co., 354 acs. NL in sd
Co. adj. William Haynes &
William Alsop; 20 Jun 1733, p.48.
£1.S15."
IV_15_85,John Rogers,151.0,1733.0,,"JOHN ROGERS, 151 acs. NL in
upper Par. of Nansemond Co. on N
side of beach Sw., on the Country
Line; adj. Charles Russel, John
Bairfield & Daniel Rogers; 20 Jun
1733, p.49. 10 Shill."
IV_15_86,Ely Brinkely (brinkley),179.0,1733.0,,"ELY BRINKELY (Brinkley), 179
acs. NL in upper Par. of
Nansemond Co. on both sides of
the mouth of Cyprus Sw., on the
edge of the main Sw., adj. Robert
Lassitors cornfield & sd Brinkley;
20 June 1733, p.49. £1."
IV_15_88,Samuel Jordan Of Pr. Geo. Co.,400.0,1733.0,,"SAMUEL JORDAN of Pr. Geo.
Co., 400 acs. NL in sd Co. on S
side blackwater Sw. & upper side
Reedy Br., adj. Anderson; 20 Jun
1733, p.50. £2."
IV_15_89,Conrade Amburger Of St. Marks Par. Spotsyl. Co.,400.0,1733.0,,"CONRADE AMBURGER of St.
Marks Par. Spotsyl. Co., 400 acs.
NL in sd Co. in the great Fork of
Rappahannock Riv. on brs. of Deep
run & Buttock run; on the top of a
Point of a ridge which goes from
Normands Mountain, adj. Joseph
Bloodworth; 20 Jun 1733, p.51.
£2."
IV_15_90,John Wisdom Of St. Marks Par. Spotsyl. Co.,400.0,1733.0,,"JOHN WISDOM of St. Marks Par.
Spotsyl. Co., 400 acs. NL in sd
Par. & Co., in a Fork of the
Rappardan Riv., on a hillside of a
br. of Beautiful run, adj. James
Barber; 20 June 1733, p.51. £2."
IV_15_91,Charles Curtis Of Spotsyl. Co.,400.0,1733.0,,"CHARLES CURTIS of Spotsyl.
Co., 400 acs. in the Par. of St.
Marks in the sd Co., on North
Fork of the Northanna, on a rond
Stony Hill being a c. of Larkin
Chews, adj. Charles Stevens; 20
Jun 1733, p.51. £2."
IV_15_92,Francis Thornton Of St. Geo. Par. Spotsyl. Co.,600.0,1733.0,,"FRANCIS THORNTON of St.
Geo. Par. Spotsyl. Co., 600 acs.
NL in sd Par. & Co. in the Great
Fork of Rappahannock Riv.; adj. sd
Thornton, Abraham Field, sd
Thorn [sic], Samuel Ball, Peter
Russel & Joseph Cooper; 20 Jun
1733, p.53. £3."
IV_15_93,Joseph Bloodworth,200.0,1733.0,,"JOSEPH BLOODWORTH, 200
acs. NL in St. Geo. Par. Spotsyl.
Co. in the Great Fork of
Rappahannock Riv. adj.
Christopher Simberman & Carter;
20 Jun 1733, p.53. for and in
Consideration of the Imp. of 4
Pers. to dwell within this our
Colony and Dominion of Virginia
whose names are Joseph
Bloodworth, Mary Bloodworth,
Dennis Gardy & Mary Gardy.
JAMES BARBER of St. Mark’s
Par. Spotsyl. Co., 350 acs. NL in
sd Par. & Co. in the Fork of
Rappardan Riv., adj. Thomas Watts
& Dickson; 20 June 1733, p.54.
£1.S15."
IV_15_94,James Barber,350.0,1733.0,,"JAMES BARBER of St. Mark’s
Par. Spotsyl. Co., 350 acs. NL in
sd Par. & Co. in the Fork of
Rappardan Riv., adj. Thomas Watts
& sd James Barber; 20 Jun 1733,
p.54. £1.S15."
IV_15_95,Charles Blunt Of St. Marks Par. Spotsyl. Co.,200.0,1733.0,,"CHARLES BLUNT of St. Marks
Par. Spotsyl. Co., 200 acs. NL in
sd Par. & Co. in first Fork of
Rappadan Riv. on a br. of Maple
run & on a br. of Beautiful run; 20
Jun 1733, p.55. £1."
IV_15_96,John Carpenter Of St. Marks Par. Spotsyl. Co.,150.0,1733.0,,"JOHN CARPENTER of St. Marks
Par. Spotsyl. Co., 150 acs. NL in
sd Par. & Co. in the Fork of the
Rappardan Riv. on the Pass run,
along a mountain, adj. Michael
Cook & Matthew Blancumbaker;
20 Jun 1733, p.55. for the Imp. of
3 Pers. whose names are Andrew
Kerker, Margaretta Kerker &
Barbara Kerker."
IV_15_97,Thomas Hobson & Adcock Hobson Of St. Geo. Par. Spotsyl. Co.,400.0,1733.0,,"THOMAS HOBSON & ADCOCK
HOBSON of St. Geo. Par. Spotsyl.
Co., 400 acs. NL in sd Par. &
Co., in the Great Fork of
Rapahannock Riv. on brs. of
Devil’s run, adj. David Kincaid; 20
Sep 1733, p.56. £2."
IV_15_101,Thomas Poythris Of Pr. Geo. Co.,400.0,1733.0,,"THOMAS POYTHRIS of Pr. Geo.
Co., 400 acs. NL in sd Co. on the
lower or N side of Tommaheton
Sw. below the Indian quarter; 20
Jun 1733, p.59. £2."
IV_15_103,Etheldred Taylor Of Is. Of Wight Co.,80.0,1733.0,,"ETHELDRED TAYLOR of Is. of
Wight Co., 80 acs. NL in sd Co.
on S side of main blackwater Sw.
& S side Lightwood Sw.; adj. John
Branche & sd Taylor’s other L.; 20
Jun 1733, p.60. 10 Shill."
IV_15_105,James Clarke Of Pr. Geo. Co.,400.0,1733.0,,"JAMES CLARKE of Pr. Geo. Co.,
400 acs. NL in sd Co. on N side of
Flatt Cr., bet. John Burton & John
Farguson; 20 Jun 1733, p.61. £2."
IV_15_106,William Poythris Of Pr. Geo. Co.,381.0,1733.0,,"WILLIAM POYTHRIS of Pr. Geo.
Co., 381 acs. NL in sd Co. on S
side Butterwood Sw., adj. John
Cleyton & Peter Wynn; 20 Jun
1733, p.61. £2."
IV_15_107,Daniel Designe Of Hanover Co.,96.5,1733.0,,"DANIEL DESIGNE of Hanover
Co., 96.5 acs. NL in sd Co., adj.
Thomas Dansies; 20 Jun 1733,
p.62. 10 Shill."
IV_15_112,Robert Farguson Of Pr. Geo. Co.,400.0,1733.0,,"ROBERT FARGUSON of Pr. Geo.
Co., 400 acs. NL in sd Co. on the
lower side of Flat Cr., adj. sd
Farguson; 20 Jun 1733, p.65. £2."
IV_15_113,Frances Bolling,,1733.0,,"FRANCES BOLLING, dau. of
Drury Bolling dec’d., NL in Pr.
Co. on the ridge bet. Nummisseen
& Winticomaick Creeks, below his
clearing; 20 Jun 1733, p.65. £1."
IV_15_115,Charles Chiswell Of Hanover Co.,400.0,1733.0,,"CHARLES CHISWELL of
Hanover Co., Gent., 400 acs. NL
in sd Co. adj. Pouncey & Anderson
near a Valley; 20 Jun 1733, p.66.
£2."
IV_15_116,Richard Parker Of _ The Province,371.0,1733.0,,"RICHARD PARKER of _ the
Province of North Carolina, 371
acs. NL in upper Par. Nansemond
Co., adj. his own, the Country
Line [S87°E] & John Knight; 20
Jun 1733, p.67. £2."
IV_15_118,Joseph Horton,338.0,1733.0,,"JOSEPH HORTON, 338 acs. NL
in upper Par. Nansemond Co. on
the Long br., in the head of
Bennets Cr.; adj. his own L.,
Andrew Ross, Samuel Smith, John
Knight & Richard Parker; 20 Jun
1733, p.68. £1.S15."
IV_15_119,David Osheal & John Beaman,399.0,1733.0,,"DAVID OSHEAL & JOHN
BEAMAN, 399 acs. Swamp L. in
upper Par. Nansemond Co., on S
side Nansemond Riv., S side the
main Road; adj. sd Osheal & John
Keaton, Francis Sheete, Thomas
Duke & William Peirce; 20 Jun
1733, p.69. £2."
IV_15_121,Dennit & Abraham Abney,570.0,1733.0,,"DENNIT & ABRAHAM ABNEY,
570 acs. NL Henrico Co. on N side
James Riv., on Hell Garden Path &
Gilly’s Cr., crossing the main
Road; adj. formerly John
Robinsons corner; George Abney &
sd Denit & Abraham Abney; 20
Jun 1733, p.71. £3."
IV_15_123,Jacob Darden Of Is. Of Wight Co.,247.0,1733.0,,"JACOB DARDEN of Is. of Wight
Co., 247 acs. NL in upper Par.
Nansemond Co., on SW side
blackwater Riv. on Cedar Sw. adj.
Thomas Bracy & Stephen Darden;
20 Jun 1733, p.73. £1.85."
IV_15_124,John Dowell Of Hanover Co.,400.0,1733.0,,"JOHN DOWELL of Hanover Co.,
400 acs. NL in sd Co. adj. Robert
Anderson in a Valley; 20 Jun 1733,
p.73. £2."
IV_15_129,William Yeates (yeats,141.0,1733.0,,"WILLIAM YEATES (Yeats/Yates),
141 acs. NL in upper Par.
Nansemond Co. in the Cyprus
Pond, adj. William Butler nigh a
Place called Butler’s Pocoson, adj.
John King & William Yeats; 20 Jun
1733, p.77. 15 Shill."
IV_15_130,Richard Woodward,34.0,1733.0,,"RICHARD WOODWARD, 34 acs.
Swamp L. in Upper Par.
Nansemond Co. on S side of the
main Road, S side Nansemond Riv.
in the main Sw.; adj. Major David
Osheal; 20 Jun 1733, p.77. 5 Shill."
IV_15_131,Robert Anderson Of Hanover Co.,400.0,1733.0,,"ROBERT ANDERSON of Hanover
Co., 400 acs. NL in sd Co. on
both sides Owens Cr. adj. Mitchel;
20 Jun 1733, p.78. £2."
IV_15_133,John Matlock Of Hanover Co.,328.0,1733.0,,"JOHN MATLOCK of Hanover
Co., 328 acs. NL in sd Co. on N
side Taylor's Cr., W side Charles’s
Sw. & in the mouth of Matlocks’s
Br.; 20 Jun 1733, p.79. £1.S15."
IV_15_134,Edward Norfleet,319.0,1733.0,,"EDWARD NORFLEET, 319 acs.
NL in upper Par. Nansemond Co.
on W side the Island Gutt, on N
side the Southern br. of Nansemond
Riv., in the head of Eares’s Cr.;
adj. John Norfleet, William Sumner
& John Porter; 20 Jun 1733, p.79.
£1.S15. 92 acs. part being Surplus
L. found within bounds of a Pat.
gtd. Thomas Norfleet for 300 acs.
13 Sep 1668 [PB 6 p.190].
ABRAHAM CHILDERS JUNR.,
750 acs. NL Henrico Co. on N side
James Riv. on W side of upper br.
of Ufnam Brook, adj. Col. Thomas
Randolph parting sd Childers &
Jacob Robinson, crossing the main
Road; adj. John Walter’s parting sd
Childers; adj. Robert Mosby &
John Childers; 20 Jun 1733, p.80.
£3.S15."
IV_15_135,Richd. Brothers,214.0,1733.0,,"RICHD. BROTHERS, 214 acs.
Marsh L. in upper Par. Nansemond
Co.; called Pitts’s Marsh at or near
Oropeak, in the side of the desert,
crossing Pott Quarter Br.; adj. John
Brinkley, Col. Lear & William
Redding; 20 Jun 1733, p.81.
£1.85."
IV_15_136,Charles Gooddal,915.0,1733.0,,"CHARLES GOODDAL, 915 acs.
OL in St. Margarets Par. Caroline
Co. on both sides of Long Cr.; adj.
Captain Flemins, Portees,
Kimbroe, Chandler, Burket now
Timothy Johnson’s, Vaughan, John
Sandy, the line dividing sd Goodal
& Dennis McCarty, Thomas
Thomason now Wheeler’s; 20 Jun
1733, p.82. in which should be
included 200 acs. formerly gtd. by
pat. to Thomas Thomason 16 Jun
1714 [PB 10 p.144], 200 acs. part
of a pat. to Maj. Thomas Carr 17
Aug 1725 [PB 12 p.251] & 215
acs. & 363 acs. formerly gtd. sd
Charles Gooddal by several patents
dated 31 Oct 1726 [PB 13 p.25 &
p.26] but on a resurvey of sd
parcels there is only found 915 acs."
IV_15_139,John Barfield (barefield),400.0,1733.0,,"JOHN BARFIELD (Barefield), 400
acs. NL upper Par. Nansemond
Co. on SE side Sumerton Sw. adj.
Adams; 20 Jun 1733, p.84. £2.
being surplus L. found within
bounds of a pat. to John Barfield
[PB 6 p.417], father to sd John
Barfield, for 450 acs. dated 8 Oct
1672."
IV_15_140,Joseph West Of Is. Of Wight Co.,400.0,1733.0,,"JOSEPH WEST of Is. of Wight
Co., 400 acs. NL in sd Co. on S
side Nottoway Riv., N side Arthurs
Sw., on Doctor’s Br. adj. Col.
John Allen; 20 Jun 1733, p.85. for
imp. of 2 pers. whose names are
Morgan & Alice Mountain & also
for £1.S10."
IV_15_143,Robert Clark (clarke),320.0,1733.0,,"ROBERT CLARK (Clarke) of Is.
of Wight Co., 320 acs. NL in sd
Co. on S side Maherrin Riv. adj.
Mr John Peterson, Capt. Robt.
Hicks junr. & Jonathen Carter; 20
Jun 1733, p.88. £1.S15."
IV_15_144,Daniel Nance Junr. Of Pr. Geo. Co.,200.0,1733.0,,"DANIEL NANCE JUNR. of Pr.
Geo. Co., 200 acs. NL in sd Co.
on both sides of Picture Br., in a
Piny Pond; adj. John Nance &
William Wells. 20 Jun 1733, p.88.
£1."
IV_15_145,William Crawley Of Pr. Geo. Co.,884.0,1733.0,,"WILLIAM CRAWLEY of Pr. Geo.
Co., 884 acs. NL in sd Co. on S
side of Otterdam & Nedums
Quarter Brs., on Otterdam Sw. &
Wolfpit Br.; adj. Thomas
Clemmonds, Laughlan Flyn &
Thomas Williams; 20 Jun 1733,
p.89. £4.S15."
IV_15_146,William Fryer,236.0,1733.0,,"WILLIAM FRYER, 236 acs. NL
in upper Par. of Nansemond Co.
on Gaulberry Pocoson; adj. Richard
Parker, Edward Roberts, sd
William Fryer & Joseph Horton; 20
Jun 1733, p.90. £1.85."
IV_15_147,Richard Bullock Junr. Of Hanover Co.,400.0,1733.0,,"RICHARD BULLOCK JUNR. of
Hanover Co., 400 acs. NL in sd
Co. on a br. of Long Cr.; bet. the
lines of Thomas Carr junr., John
Henson, Jeremiah Dumas &
Benjamin Brown; 20 Jun 1733,
p.90. £2."
IV_15_148,George Keen,147.0,1733.0,,"GEORGE KEEN, 147 acs. NL in
upper Par. Nansemond Co. nigh
the head of Milner’s Br. adj.
William Rall & Thomas Jones; 20
Jun 1733, p.91. 15 Shill."
IV_15_151,David Meriwether Of Hanover Co.,400.0,1733.0,,"DAVID MERIWETHER of
Hanover Co., 400 acs. NL in sd
Co.; on North Fork of the Cross
Cr., at the head of a Glade of
South Fork of Cross Cr., on the
Road, adj. Francis Clark & Col.
David Meriwether; 20 Jun 1733,
p.94. £2."
IV_15_156,William Crawley,985.0,1733.0,,"WILLIAM CRAWLEY of Pr. Geo.
Co. 2,985 acs. NL in Co. sd on
both sides Deep Cr., on the brink
of the Sweethouse Fork of Deep
Cr., on beaverpond Br. of Deep
Cr.; adj. William Rowlet, Clay,
Simmons & Hobby; 20 Jun 1733,
p.98. £15."
IV_15_161,John Lovitt Of Pr. Geo. Co.,200.0,1733.0,,"JOHN LOVITT of Pr. Geo. Co.,
200 acs. NL in sd Co., upon head
br. of Licking Br., S side Stony
Cr. opposite James Keith’s Land
known by the name of Wolfpitt
Level; at a point below his House;
17 Aug 1733, p.102. £1.
F R A N C Ls
PATTISON/PATTYSON of Pr.
Geo. Co., 200 acs. NL in sd Co.
on N side Warwick Sw. below his
Plantation; 17 Aug 1733, p.103.
£1."
IV_15_163,Jonathan Mote Of Pr. Geo. Co.,400.0,1733.0,,"JONATHAN MOTE of Pr. Geo.
Co., 400 acs. NL in sd Co. on
both sides of West Cr. of Deep
Cr., above Bearbone Br.; 17 Aug
1733, p.104. £2."
IV_15_172,Jacob Miller,47.0,1733.0,,"JACOB MILLER, 47 acs. NL in
St. Marks Par. Spotsyl. Co. on the
great Fork of Rappahannock Riv.
on the side of Mount Poni adj.
John Gordan & Adam Eagar; 17
Aug 1733, p.110. for the Imp. of
Jacob Miller."
IV_15_173,John Reddick Junr.,233.0,1733.0,,"JOHN REDDICK JUNR., 233 acs.
Swamp L., upper Par. Nansemond
Co. by the main Sw. adj. his own
& Humphrey Griffin; 17 Aug
1733, p.110. £1.S5."
IV_15_174,Thomas Scott Of Norf. Co.,200.0,1733.0,,"THOMAS SCOTT of Norf. Co.,
200 acs. Lapsed L. in sd Co., on
West Br. of Elizabeth Riv., at the
Miles End of his [John Green’s]}
own L.; 17 Aug 1733, p.111. £1.
By pat. dated 1 Jun 1655 gtd. unto
John Green who by his last will &
Testament devised the L. to John
Windfield who devised the same to
Susanna his daughter who since
intermarried with Richard Deal, &
sd John Green & Windfield in their
lifetimes, & sd Richard Deal &
Susanna his wife, failed to make
seating and planting & Thomas
Scott of sd Co. made Humble Suit
& obtained a grant for the same."
IV_15_176,John Wall Of Brunswick Co.,260.0,1733.0,,"JOHN WALL of Brunswick Co.,
260 acs. NL in sd Co. on S side
Maherin Riv., adj. sd Wall’s Mill
Land, sd Wall’s Land whereon he
now lives & adj. Crawley & Majr.
Mumford; 17 Aug 1733, p.112.
£1.S10."
IV_15_177,Thomas Grant Of Hanover Co.,800.0,1733.0,,"THOMAS GRANT of Hanover
Co., 800 acs. NL,OL in sd Co., in
a slash of black Haw Sw., a br. of
Grassey Sw., N side of Ash Cake
Road, adj. John Crenshaw &
Thomas Johnson; 17 Aug 1733,
p.113. £2. 400 acs. part formerly
gtd. sd Thomas Grant by pat. 20
Feb 1723/24 [PB 11 p.324]."
IV_15_179,Nathaniel Edwards Of Brunswick Co.,260.0,1733.0,,"NATHANIEL EDWARDS of
Brunswick Co., 260 acs. NL in sd
Co. on S side Maherrin Riv., N of
Lightfoot’s Cr. adj. sd Edwards; 17
Aug 1733, p.114. £1.S10."
IV_15_181,Thomas Powell Of Brunswick Co.,370.0,1733.0,,"THOMAS POWELL of Brunswick
Co., 370 acs. NL OL in sd Co. on
N side of Fountain’s Cr.; adj. John
Linch & Samuel Harden; 17 Aug
1733, p.115. £1.85. 125 acs. of sd
Land gtd. sd Powell by pat. 17 Jul
1726 [PB 12 p.513]."
