grant_id,name_std,acreage,year,county_text,raw_entry
II_6_10,Richard Butt,200.0,1666.0,Norfolk,"RICHARD BUTT, 200 acs. Low.
Norf. Co., p. 5, 26 Oct. 1666. At the
head of Robert Butt, beg. by the Cyprus
Sw. & bouriding on Anthony Benford.
Trans. of 4 pers: Edward Holt, Edward
Warding, Rich. Kee, Rice Dell."
II_6_11,Elizabeth Ordelant,650.0,1666.0,,"ELIZABETH ORDELANT, ‘Widdow,
650 acs, according to the ancient & lawfull bounds thereof, Nancimond Co., p.
5, 26 Oct. 1666. Part of 1650 acs.
granted unto Cornelius Oudelant, dec’d.
& lately found to escheat, as by an Inquisition recorded in the Secretaries
office under the hands & seals of Coll
Miles Cary, Escheator Generall for this
country & the Jury sworne before him
for that purpose, 17 Apr. 1666;. now
granted sd. Eliz., who hath made her
composition to be paid according to Act."
II_6_12,Mr. Wm. Baugh,577.0,1668.0,Henrico,"MR. WM. BAUGH, 577 acs. Henrico
Co., N. side of Appamattock Riv., p. 5,
16 Apr. 1668. (Mutilated). Beg. nigh
Wm. Jeffry his house &c. to Perryes
Stile feild &c. Trans. of 12 pers: Wm.
Baugh, Senr., Wm. Baugh, Junr., Wm.
Lewis, Wm. Nookes, Amie Read, Pénnitt Jones, Sarah , Wm. Jefferies."
II_6_13,Coll. Nathll. Bacon,25.0,1666.0,York,"COLL. NATHLL. BACON, Esqr., 25
acs. Yorke Co., p. 6, 26 Oct: 1666.
Granted unto Wm. Evans, dec'd., & now
granted &c."
II_6_14,Eliza. Meige,50.0,1666.0,York,"ELIZA. MEIGE, 50 acs. Yorke Co.,
Pp. 6, 26.Oct. 1666. Granted unto Henry.
Meige, dec’d. & found &c., & now dué
&c,"
II_6_15,Coll. Nathaniell Bacon,700.0,1666.0,Norfolk,"COLL. NATHANIELL BACON,
Esqr., 700 acs., Nancimond Co., 26 Oct.
1666, p. 6. Part of 1650 acs. grantéd
to Cornelius Oudelant, dec’d. & found
to escheat &c., as by inquisition &c.,
now granted &c.
THOMAS FULCHER, 200 acs. Low.
Norfolk Co., 26 Oct. 1666, p. 6.
Granted unto Henry Wake, dec'd., &
found to escheat &c., & now granted &c."
II_6_16,Richard Penny,300.0,1666.0,,"RICHARD PENNY, 300 acs., Nancimond Co., 26 Oct. 1666, p, 6. Part of
1650 acs. granted to Cornelius Oudelant,
dec’'d., found. to escheat &c., & now
granted &c."
II_6_17,John Paine,542.0,1666.0,Rappahannock,"JOHN PAINE, 542 A., & 82 P.,
S.°E. of ‘Pepetick Cr., Ranpe: Co., 26
Oct. 1666, p. 7. 450 acs. beg. at cor.
tree of Mr. Wm, Lane, where he now
dwelleth & purchased of sd. Paine, &c.
to N. E. br. towards land called Ireland
&c., near land formerly David Warren's,
dec'd; the residue on S. side of Rappa.
Riv. in the freshes, opposite Nanzemond,
beg. at Quiruck (or Quiunck) poynt
&c. 450 acs, granted him. of Feb.
1662; & 92 A. 82 P. for trans. of 2
pers: Wm. Boswell, Jno. Mathews."
II_6_18,Thomas Ceely & Jno. Noble,1000.0,1666.0,Rappahannock,"THOMAS CEELY & JNO. NOBLE,
1000 acs. on N. side of Rappa. Riv.,. in
the, freshes nere the falls, 26. Oct. 1666,
p. 7. Upon land of. Coll. Clayborne.
Trans. of 20 pers: Mary Gibbs, Robt.
Peire, Ann Wilson, James Willms (Williams), Jonas Jnoson (Johnson), Andrew Ward, Wm. Robbinson, Jenkin
Davis, Mary Warts, Tho. Couchman,
Robt. Whitson, Thomas Hughes, Ri.
Rumbridge, Dorothy Jones, James Ledsey, Thed. Paul, Ann Sampson, Sarah
Cooper, George Gillins, Tho. Chouninge."
II_6_19,Edmd. Cowles,125.0,1674.0,Charles City,"EDMD. COWLES, 125 acs. Chas.
City Co.,- 29 Sept. , p. 7. Part of
dev'dt. assigned by Jno. Stith to Ja.
Hardway & by ‘Jno. Hardway, his sonn
& heire, sold to sd. Cowles, 3 June
1674. (Badly mutilated.) | Mentions
Westover Path & Kemige’s Creek."
II_6_20,Thomas Gouldman,1134.0,1666.0,Rappahannock,"THOMAS GOULDMAN, 1134 A. &
18 Po., on S. side of Rappa. Riv. on
the back of a devdt. of Sir Henry Chicherly; 26 Oct. 1666, p. 8. Nere Ralph’s
Cr. running into Puscaticon Cr. &c.
650 acs: granted to Robt. Armstronge,
10 Sept. 1658 & by him (sold) to Coll.
Tho. Goodrik by pattent dated 20 Sept.
16——,, deserted for want of seating &
since petitioned to the Govr. & Councell
by Thomas Gouldman & granted &c., &
further due for trans. of 23 pers:
Maurice Stubbs, Wm. Thompson, Danll |
Wallis, Mathias Adwell, David Jones,
Tho.. Salt, James Woodbery; Mary
Dully, Jane Dempster; Henry’ Wood,
Peter Spikes,. Jonah- Hart, Joseph. Best,
Wm. Turner, Ralph Dully, Peter Tomp.
(Tompson 2), Robt. Haines, Wm.
Harper, Jona. Davis, Martin Dye, David
Idols, Walter Praton, Rich. Hopewell."
II_6_21,Coll. Tho. Goodrich,200.0,1666.0,,"LT. COLL. THO. GOODRICH, 200
acs. on the head of Hoskins Cr., beg.
by the Poquoson of sd. Cr., nigh Clemt.
Thrush &c.} 29 Oct. 1666, p. 8. Granted
to Anthony North, 18. Mar. 1662, deserted, &-granted by order of the Genrll.
Ct. & due for trans. of 4 pers: David
Driver, Tho. Wmson (Williamson),
Jno. James, Henry Jarman. (Mutilated)."
II_6_22,,200.0,1666.0,Northampton,"LT. COLL. WM: KENDALL, ‘200
acs. N’ampton Co., 26 Oct. 1666, p. 9.
At’ the -seaboard. side, -beg. on Cedar
Island, towards land of Mr. Neale, &c.
Trans. of 4 pers: Mingo-& Charles,
Negroes; Henry Barnes, Walter Manington. (Mutilated)"
II_6_23,James Gray,900.0,1666.0,Accomack,"JAMES GRAY, 900 acs. Accomack
Co., 26 Oct. 1666, p..9. A br. on the
W. parting this: & land that was Rich.
Smith’s in Capt. Tho, (Thomas) his
Neck, running to tand formerly Richard
Bundocks, along Wm. Taylor's & a br.
of Pocomock Cr. &c. Granted to Alphonso Ball & James Gray, 10 July
1664, & due sd. Gray as survivour."
II_6_24,Richard Coxe,809.0,1666.0,,"RICHARD COXE, 809 acs. (300 acs.
whereof Coxe sold unto Jno. Read), on
a Sw. running downe Cow Cr. in Ware
Riv., in Mockjack Bay, beg. at marked
trees of Joseph Gregory on_E. side of a
br. &c., 26 Oct. 1666, p. 9. Granted sd.
Coxe 5 —— 1657; and now renewed,
etc. (Mutilated)."
II_6_25,Coll. Wm. Kendall,1200.0,1666.0,,"LT. COLL. WM. KENDALL, 1200
acs, at the head-of Cherrystones Cr.,
where it divides itself into branches;
26 Oct. 1666, p. 10. Between 2 brs: of
sd. Creek, the N. being Snaggy Pine br.
& part of Hogg pen Cr. & the Southern
being part of New Porte; beg. at 200
acs. formerly Major Wm. Andrewes’.
on N. side of New Porte Cr., to land of
George Eveling, formerly Coll, Obedience Robins’, to Tho. Harmanson, formerly Capt. Phillip Taylor's, to Capt. Jno.
Savage, to the Rooty Br.; along Francis
Pettitt’s 300 acs., and. to the head of
Snaggy Pine Br. 600 acs. granted to
Capt. Jno. How, dec’d., found to escheat, & granted sd. Kendall, 11 Sept.
1663; 300 acs. granted him 1 Sept.
1664; 300 acs. due for trans. of 6 pers:
Jno. Hawkins, Eliz. Mérrick, Peter
Gore, Tho. Hemence, —— Ridly,
George Stanton."
II_6_26,Mr. John Cautancean,461.0,1666.0,,"MR. JOHN CAUTANCEAN, 461
acs. N’umberland Co., 29 Mar. 1666, p.
10. Beg. at S. S. W. side & at the head
of a small cr. in Mr, Matrom’s plantation, near land of Jacob & Wm. Cautancean, at head of a Cr. of Chikacone
Riv., &c. 400 acs. granted Mr. Jno.
Trussell, 14 Oct. 1649, assigned to
Jacob Cautancean, dec’d., & due sd.
patentee as son & heire; & 61 acs. for
trans. of 1 pers.*"
II_6_27,Wm. & Peter Prestly,2700.0,1666.0,,"WM. & PETER PRESTLY,.--2700 acs.
N’umberland Co., 29 Mar. 1666, p. 11.
Beg. at land of Mr. Jno. Matron, extending to a br. of Chickocone Cr., nigh
horse path, land of Andrew Pettegrew,
to Quioxters br., &c.. Trans. of 54 pers:
Peter Prestly, Wm. Bradly, Jon. Parke,
Eliz. Smith, Ann Maide, Ann Petit,
Margtt. White, Wm. Boswell, James
Hoback; Wil. Prestly, Jone his wife,
Joseph Benan’ (or Bevan), -Jno.: Lane,
Roger Lane, Tho. Underhill, Wm.
Baucroft (or Bancroft), Will. Booles
(or Bootes), Hannah Newman, Wm.
Harman, Margtt, Rayner, Wm, - Ould,
Ann Berry, Robt, Floring, Wm. Snerly,
Wm., Milborne, Margtt. Greene, Tho.
Hull, Fran. Dolphin, Rich. Parker, Alex.
Gregory, Fran. Evans, Griffith Evans,
Henry Wills, Wm. Blease, Tho. Poole,
Alice: Potters Mary Meeks, Jno. Little,
Wm. Baker, ‘Wm. Todd, Jno. Price,
Sarah Price, Jno. Ellyson, George
Walker, Ann Lenniton, Francis Neson,
Wm. Gilbert, Michaell Sherte (or.
Sherle), Jno. Wormington, Rich: Fownding, Mary Core, Edmond’ Herman (or
Sherman), Gerrard Cresty, Grace Hill."
II_6_28,Robert Middleton,1120.0,1666.0,Westmoreland,"ROBERT MIDDLETON, 1120 acs.
W'moreland Co., 21 May 1666, p. 11.
At head of the main br.. of YeocomicoRiv., &c., nigh Machotick Horse path, a
br. dividing this & land of Francis Clay.
700 acs. granted him 26 Sept. 1665; &
420 acs. for trans. of 9 pers: George
Gladwin, Joane East, John Sharpe, Robt.
Tiverton, Andrew Mecollo, James Ocanula, Isabella Feshterton, Joane Gray,
Robt. Fletcher. (Mutilated)."
II_6_29,Francis Clay,1480.0,1666.0,,"FRANCIS CLAY, 1480 acs. W’moreland Co., 21 May 1666, p: 12. On
N. W. side & nigh head of Yeocomico
Riv., 1000 acs. by former pattent, & 480
acs. for trans. of 10 pers: George
Walker, John Clarke, Francis Read, Eliz.
Snow, Wm. Cotton, Ed. Fownding, And.
Barton, Joane Irish, Jno. Grimes.
(Mutilated.)"
II_6_30,Mr. Wm. Lane,164.0,1666.0,Rappahannock,"MR. WM. LANE, 164 acs. in the
freshes of Rappa. Co. on N. side the
Riv., adj. plantation he lives on; 29
Oct. 1666, p. 12. Beg, at the mouth of
acr. near Mr. Charles Snead’s clifts, &c.,
crossing Pepetick Cr. to his. own & land
of Mr. Jno. Paine. Trans. of 4 pers:
Wm. Stratton (of Strutton), Geo. Ward
Henry Harvy, Martha Watkins."
II_6_31,Coll. Jno. Catlett,150.0,1666.0,Rappahannock,"COLL. JNO. CATLETT, 150 acs.
Rappa. Co., 6 Nov. 1666, p. 12. Upon
the Riv. & Occupason Cr., adj. 400: acs.
of, or called, Richard Lawson’s, Trans.
of 3 pers: Jno. Browne, Mary Gage,
Tho. Webster,"
II_6_32,Thomas Creeton & Hugh Roye,2100.0,1666.0,Rappahannock,"THOMAS CREETON & HUGH
ROYE, 2100 acs. New Kent Co., 6 Nov.
1666, p. 13.- 1800 acs. bounded, viz:
400 acs. being marsh on the N. side of
Yorke Riv., from Ash. Battent’s marked
trees, along Tho. Bell, to Cattaile Sw.,
to Capt. Chamberline, to Pépetico Sw.
&c.; 300 acs. on sd. Chamberline, Tho.
Davis, Jno. Durrett, Tho. Bell & land
formerly Jno. Duncomb & Jno. Lewis’.
1400 acs. purchased of sd. Lewis &
Duncomb; & 700 acs. for trans. of 14
pers: Wm. Windowe, Tho. Arnop (?),
Wm. Tureton, Edward Larkin, Elinor
Richardson, Mary Thorne, Joane Wild,
Nan (a) Negro, Mathew Bradly, Val.
Howell, Jrio. Humphries, Henry Cooper.
Thomas Bolton. An Meroin.,’
MAJOR JOHN WEIRE, 1770 A., 2
R., 10 po., Rappa. Co., Sittingborne
Parish, on S. side of Rappa. Riv., on the
head of Tignor’s Cr. nere the Mill Cr..
24 Oct. 1666, p. 13. Beg. on a poynt
bet. 2 branches &c., to Portobacco path
&c., over the maine br. or poquoson of
sante to br, parting this & land of Tho.
Rawson, to, Jno. Smith, to Jno. Walker,
dec’d. &c. Granted to Major. Andrew
Gilson, 27 June 16 , by him deserted & granted to. sd. Weire, & due
for trans. of 36 pers: Jno. Davis, Mary
Davis, Phill Wood, Wm. Scott, Fran.
Norton, Sarah Phillips, Judith Stone,
Jno. Wilcox, Ralph Harper, Geo. Dixon,
Samll. Dowling, Jno. a  frenchman,
Nicho. Curtis, Danll. Watts, Alex.
West, Tho. Wilmott, Wm. Welles,
Peter Fareman, Joseph Stephens, Margtt.
Palmer, James (or Jane). Batten, Fran.
Porter, Martin Dye, Fred. Thompson,
Ed. Horton, Robt. Parson, Danll. Hill,
Tim. Wilson, Jno. Hart, Mary Hatton,
Sam. Waterman, Rich. Holding, Jno.
Collins, Roger Carter, Fran. Holland.
Patriack Morgan."
II_6_33,Thomas Creeton & Hugh Roye,1800.0,1666.0,Rappahannock,"SAME. 1800 acs. Rappa. Co., on S.
side of sd. Riv., 6 Nov. 1666, p. 14.
Beg. at S. E. poynt of a great Island, at
2000 acs. granted unto Ephaphroditus
Lawson &c., to 304 acs. granted to Coll.
Jno. Catlett, S. S. W. to Occupason Cr.
&c. Trans. of 36 pers: Wm. Thomas,
Mat, Williams, Jno. Short, Alex Davis,
Charles Greene, Jno. Kippin, Wm.
Sanders, Edward Frost, Wm. Jones, Tho.
Carr, Ed. Cooper, Fran. Parker, Isack
Ball, Tho. Leonard, Wm. Addison, Wm.
Leech, Alice Goodale, Jno. Church,
Charles Farthing, Rich. White, Abram
Iveson, Isack Brumly, Jno. Rawlings,
Fran. Fests, Aug. Tompson, Wm. Tompson, Nicholas Jnoson., Peter Franklin,
Joseph Cort, Jno. Lancashire, Jeremy
Davis, Wm. Davis, Mary Swan, Charles
Edwards, Tho. Goulding, Wm. Harris."
II_6_34,Edward Rowzee,200.0,1666.0,,"EDWARD ROWZEE, Gent., & Wm.
Harper, 200 acs. on S. W. side of Occupason Cr. above the narrowes of Lord
(?) Neck, &c., being lower bounds of
400 acs. of land called Rich. Lawson's,
&c; 6 Nov. 1666, p. 14. Trans. of 4
pers: Cor. Wms. (Williams), David
Jones, Wm. Getting, Francis Wick."
II_6_35,Wm. Mosely,520.0,1666.0,Rappahannock,"WM. MOSELY, 520 acs. Rappa. Co.,
upon Occupason Cr., Sittingborne Parish,
1 Nov. 1666, p. 15. Beg. at Tho.. Page
&c. 360 acs. granted unto Tho. Page,
deserted & granted unto Jno. & George
Mott, deserted, & upon petition - &c.
granted unto sd. Mosely; 160 acs. residue for trans. of 4 pers: Jno. Dennett,
Wm. Alder, Samll. Francis, Jno. Johnson, Mary Wotton, Nicholas Spicer,
Henry Tarett (?), James Potts, Stephen
Baker, Nich. Baker, Samll. Carbett (or
Carbelt)."
II_6_36,Richard Sturman,1004.0,1666.0,Westmoreland,"RICHARD STURMAN, 1004 acs.
W'moreland Co., 26 Oct. 1666, p.'15.
826 acs. upon branches of Nomany, beg.
at Katharine Brent, nere Hackett’s feild,
along Major Lewis & Mr. Jno. Lord,
Maj. Peirce’s line &c., & 178 acs. beg.
at cor. of Mr. Hardiches, on line of
Katharine Brent, to br. of Corrotoman
&c. Trans. of 21 pers: Robt. Rachaell,
Roger Cocshell, Jno. Ludlow, Jno. Hopkins, Tho. Butler, Jno. Gall, Jno. Lining, Wm. Cross, Edm. Poole, Sarah
Jackson, Wm. Frizell, Tho. Cross, Tho.
Read, Jno. Read, Tho. Lane, Wm. Coale,
Tho. Read, Wm. Smith, Rich. Sturman.
Wm. Robbinson, Peter Wyth."
II_6_37,John Beard,250.0,1666.0,Westmoreland,"JOHN BEARD, 250 acs. Wmoreland
Co., 24 Oct. .1666, p. 16. Upon Andrew Monrowes Cr., & land _pattented
from Wm. Bothum, now in possession
of Rich. Heabeard &c. Granted sd.
Heabeard 27 Mar. 1658, deserted, &
upon petition &c. granted sd. Beard;
trans. of 5 pers: David White, Wm.
Whitecroft, Jno. Lewellin, Mary Soane,
Wm. Gilbert."
II_6_38,Lestrange Mordant,450.0,1666.0,,"LESTRANGE MORDANT, 450 acs.
N’umberland Co., S. side Potomack Riv.
nigh Nomeny; 24 Oct. 1666, p. 16.
Beg. at Danll. Hutt, Merchant, along
line of Wm. Overedd &c. Granted unto
Tho. Dios, 9 Apr. 1663, deserted &c.,
trans. of 9 pers: Wm. Beale, Wm.
Jones, Morgan Kenott, James Stephen,
Tho. Page, Sarah , Robt. Rose,
Henry , An Smith."
II_6_39,,800.0,1666.0,Rappahannock,"MR, THOMAS BALLARD, 800 acs.
Rappa. Co., on S. side & in the freshes
of Rappa. Riv., 6 Nov. 1666, p. 16.
Beg. on a Cr. deviding this & land of
Jno. Weire &c. Granted to Robt., Thomas & Wm. Mosse by severall pattents,
deserted, granted by order &c., & due
for trans. of 16. pers: Mat. Wilkenson,
John Smith, Rich. Curteen, Nathll.
Nash, Tho. Marshall, Jno. Hall, Rich
Ceely, Wm. Davis, James’ Stadling (?),
Rich. Stramford, Mary Right, Faith
Thrift, Jane, Bishop, Elinor Carpenter,
Alice Hammond; Toney (a) Negro."
II_6_40,Coll. Nicholas Spencer,500.0,1666.0,,"COLL. NICHOLAS SPENCER, 500
acs. in Potomack freshes, 6 Nov. 1666,
p. 17. N. E. upon a cr. above Coll.
Speaks land, S. E. upon Gosnells Land
&c. Granted to Peter Smith 15 July
1657, deserted; granted unto Mr. Isaak
Allerton, 6 Apr. 1662, deserted; upon
petition &c, granted sd, Spencer & fur‘ther due for trans. of 10 pers: Tho.
Mathews, 3 times, 4 Negroes; Toby
Plator (?), John Jones, Ann James,
Mary Wms. (Williams)."
II_6_41,Mathew Jennings,500.0,1666.0,New Kent,"MATHEW JENNINGS, 500 acs.
New Kent Co., bet. branches of Harquack Swamp; 9 June 1666, p. 17. Beg.
on lower side of sd. branch, bounding
on land of Jno. Garrett & Edward Carbenbrocke &c. by his own house, to land
of Jno. James,. Peter Ford, Jno. Haines,
Wm. Henderson & Coll. Wm. Clayborne. Granted to Ralph Mazey & purchased by sd. Jennings."
II_6_42,John James,259.0,1666.0,New Kent,"JOHN JAMES, 259 acs. New Kent
Co., upon br. of Hartquack Sw., 9 June
1666, p. 17. 100 acs. purchased of
Ralph Mazey, beg. at the mouth of
Hawkes nest br., by sd. James’ house
&c., by land of Mr. Mathew Jennings,
&c. Trans. of 3 pers: Jno. Browne,
Mary Gage, Tho. Webster."
II_6_43,Robert Jarratt,284.0,1666.0,,"ROBERT JARRATT, 284 acs. in a
necke bet. Yorke & Chikahomani Rivers,
adj. Jonathan Hughes, Wm. Mosse &
nere Mosses Sw. &c; 9 June 1666, p.
18. Trans. of 6 pers: Wm. Thomas.
Mathew Wms. (Williams), Jno. Short,
Alex, Davis, Charles Green, Jno. Kippin."
II_6_44,John Glen,65.0,1666.0,New Kent,"JOHN GLEN, 65 acs. New Kent Co.,
9 June 1666, p. 18. Adj. land of Capt.
Barnehouse & by a branch of Warrani
Sw. Trans. of 2 pers: Wm. Saunders,
Edward Frost."
II_6_45,John Pouncy,800.0,1666.0,New Kent,"JOHN POUNCY, 800 acs. New Kent
Co., 9 June 1666, p. 18. Upon the
lowerside of Mattadecon Cr. & by land
of Jno. Garraway. Trans. of 16 pers:
Wm. Jones, Tho.- Carr, Ed. Cooper,
Fran. Parker, Isaak Bell, Tho. Leonard,
Wm. Addison, Wm. Leech, Alice Goodale, Ann Church, Charles Farthing,
Rich. White, Abram Iveson, Isaak Bumly, Jno, Rawlings, Fran. Jeffts."
II_6_46,Charles Loveing,350.0,1666.0,New Kent,"CHARLES LOVEING, 350 acs. New
Kent Co., 29 Mar. 1666, p. 18. Adj.
Richard Littlepage & James Turner,
Capt. Langstone’s back line &c. Trans.
of 7 pers: Jno. Bowre, Michael! Trott,
Mary Ratcliffe, Wm. Ralph, Ann
Francklin, Margtt. Ashborne, Jno. Jones."
II_6_47,Moyses Davies,220.0,1666.0,New Kent,"MOYSES DAVIES, 220 acs. New
Kent Co., 18 Feb. 1666, p. 19. Beg. in
Henry Goodgaine’s line nere a br. o}
Skiminoe Sw., upon Richard Price, by
the Road &c. to Mr. Arthur Price, William Morgan & Thomas London &c.
Trans. of 5 pers: - Jno. Browng, Mary
Gage, Thomas Webster, Wm. Thomas,
Mathew Williams."
II_6_48,Moyses Davies,1450.0,1666.0,,"MOYSES DAVIES, Gent., 1450 acs.,
same Co. &: page,.19 Mar. 1666. S.
side of Yorke Riv. over against Manskin,
beg. at the mouth of Tottopottomoyes
Cr. &¢. to treé in sight of Capt. Anthony
Langstone’s plantation, crossing the
Road, &c., below the mountaines, to
Robt. Anderson’s land &c. Trans. of 29
pers: Jno. Short, Alexander Davies,
Charles Greene, Jno. Kippin, Wm.
Sanders, Jno. Rawlings, Peter Francklin,
Wm. Davies, Edward Frost, Wm. Jones,
Thomas Carr, Edward Cooper, Francis
Parker, Francis Jeffs, Joséph Cort, Isaak
Ball, Tho. Leonard, Wm. Addison, Wm,
Leech, Alice Goodale, Aug. Thomson,
Jno. Linconshire, Ann (?) Church,
Charles Farthing, Richard White, Abram
Iveson, Isaak Brumly, Nich. Johnson,
Jeremiah Davies."
II_6_49,William Onoughton,500.0,1666.0,Accomack,"WILLIAM ONOUGHTON, 500 acs.
Accomack Co., at the head of the N. br.
of Hunting Cr., 9 Nov. 1666, p. 20.
Trans. of 10 pers: German Gilliot,
Sarah Gilliott, Tho. Gilliot,. Germon
Gilliot, Wm. White, Wm. Stoling,
Francesco a Turke, “Edmond Bland,
Xtopr. Layton, Eliz. Lawson.
NATHANIFLL, JNO. & GEORGE
RADCLIFFE. 1200 Accomack Co., nere
Potomack Riv.. on S, side of a crooked
cr.. 9 Nov. 1666, p. 20. Adj. land of
John Renny. &c. Trans. of 24 pers:
Mary Blento, Jno. Mundy (?), Jno.
Barwis (2). Xtopr. Potter, Neh. Carlington, John Smith, Antho. Bouch, Jno.
Warwick, Wm. Boothby, Mary Germon,
Fdward Wrath, James Roxford, Roger
Lasingby, Edward Jones, Row. Nurse,
Lewis Wright. Michaell Worrall, Jno.
Ross, Robt. Want, Owen Lawthern,
Jeffrey Hall, Morgan Evans, Will
Thorpe, George Darby."
