grant_id,name_std,acreage,year,county_text,raw_entry,missing_name,missing_county
GRAY_1_150,2-154: Thomas Glascock,428.0,1695.0,,"2-154: Thomas Glascock 428 A. adj Mr. John Tarpley, Mill Br. out of Totaskey
Mill Pond, Henry Corbin, Esq., William Guleton(?), on Main Sw. of Toteskey. 1
Apr. 1695.",False,True
GRAY_1_151,2-154: William Champ,202.0,1695.0,,"2-154: William Champ 202 A. adj. Matthew Martin, Samuel Jackson, George
Calvert, John Champ. 4 Apr. 1695.",False,True
GRAY_1_152,2-155: Richard Alderson,83.0,1695.0,,"2-155: Richard Alderson 83 A. adj. Mr. Thomas Chatwin, John Mott, Alderson's
other land. 4 Apr. 1695.",False,True
GRAY_1_154,2-157: Randell Kerk,254.0,1695.0,,"2-157: Randell Kerk, orphan to Randell Kerk, dec'd. 254 A. by a Br. out of
Nominey Bay called Corriwoman. 5 Apr. 1695.",False,True
GRAY_1_156,2-159: Thomas Marder,243.0,1695.0,,"2-159: Thomas Marder 243 A. on Attopin Beaver dam, adj. Daniel White & William
Baltrop, Path from Lawrence Washington's Mill to Nanjatico, Orphan of Thomas
Rowland, dec'd. 15 May 1695.",False,True
GRAY_1_157,2-159: Richard Duncon,150.0,1695.0,,"2-159: Richard Duncon 150 A. adj. William Baltrop, Francis Grege. 15 May 1695.
2-160: William Bennett 100 A. adj. land formerly Capt. Alexanders. 17 May 1695.
2-160: Richard Oldham 350 A. adj. John Adams, Thomas Timons(Timmons), Holly
Bush Sw., Trickohoe Sw.,  Grooles land, Brawford's land, Michael Melton,
Chandler's Sw., Maratico Rd. 22 May 1695.",False,True
GRAY_1_158,2-161: Samuell Churchill,591.0,1695.0,,"2-161:  Samuell Churchill, William Hill, Richard & James Oldham 591 A. adj.
James More Sometime, Anthony Lynson, a Br. of Yeocomico, Morotico Rd., Reedy Br.
of Tokossley, ____Nichols's land, Stephen Wells. 22 May 1695.",False,True
GRAY_1_159,2-163: Richard Nevett,449.0,1695.0,,"2-163: Richard Nevett 449 A. on Little Burbeges Cr., by the White Marsh, a Br.
2-163: Anthony Windsor 236 A. adj. land of Richard Brown & Thomas Butler
formerly taken up by Thomas Therwhitt. 25 May 1695.",False,True
GRAY_1_161,2-166: [see 2- 164] Thomas Bonison Son,204.0,1695.0,,"2-166: [See 2- 164] Thomas Bonison son of Abiah 10 July 1682 sold 204 A. of
1300 A. to Thomas Martin. Adj. Major Bristow, Tabb Cr., Major Bristow's Sw.,
Epie's Sw., S.W. side of old road to where old Ashley lives. 27 May 1695.",False,True
GRAY_1_162,2-167: [see 2-164] Thomas Binnison Son,100.0,1695.0,,"2-167: [See 2-164] Thomas Binnison son of Abiah 5 Sept. 1682 sold Richard
Harrowell (Harwell) 100 A. on Great Sw. of Haddoways Cr., adj. Durty Sw., near
Harrowell's house, Mr. Robert Griggs. 27 May 1695.",False,True
GRAY_1_163,2-168: John Harris,100.0,1695.0,,"2-168: John Harris 100 A. on Main Br. of Wiccomoco R. adj. Charles Walton,
William & Walter Albin, Dennis Connoway. 7 June 1695.",False,True
GRAY_1_164,2-169: John Harris,350.0,1695.0,,"2-169: John Harris 350 A. on S.E. Br. of Wiccomoco, on Reedy Br., adj. land
formerly of John Palmer. 7 June 1695.",False,True
GRAY_1_165,2-169: John Haynie,80.0,1695.0,,"2-169: John Haynie, Sr. 80 A. adj. Mr. Peter Presley, land formerly Mr. Geruard
Dodson, Richard Nelmes, dec'd., Br. of Chingoham Cr. 7 June 1695.",False,True
GRAY_1_166,2-170: Anthony Haynie,300.0,1695.0,,"2-170: Anthony Haynie 300 A. adj. Mr. John Chandler dec'd, Col. John Frussell &
Geraurd Dodson both dec'd, Richard Russell dec'd, John Haynie Sr., John Hughlett
Sr., Chickacoane R. 7 June 1695.",False,True
GRAY_1_167,2-170: Meridith Price,378.0,1695.0,,"2-170: Meridith Price 378 A. adj. Samuel Reed, William Howell. 8 June 1695.",False,True
GRAY_1_168,2-171: Meridith Price,67.0,1695.0,,"2-171: Meridith Price 67 A. adj. Attopin dam, Nanjattico Path, Nicholas
Sexeston. 8 June 1695.",False,True
GRAY_1_169,2-172: Philip Saunders,131.0,1695.0,,"2-172: Philip Saunders 131 A. adj. Capt. William Hardidge dec'd., surv. for
Nicholas Silvester in Betty's Neck, Curioman Sw., Thomas Crane. 2 July 1695.",False,True
GRAY_1_170,2-173: John Hawford,159.0,1695.0,,"2-173: John Hawford 159 A. 5 July 1695.
2-174: Henry Thornton 159 A. 5 July 1695.",False,True
GRAY_1_171,2-175: John Engoe,300.0,1695.0,,"2-175: John Engoe 300 A. adj. Josias Draper near Mechotick Path, land conveyed
to Josias Draper by James Fox. 16 July 1695.",False,True
GRAY_1_172,2-175: Alexander Spence,328.0,1695.0,,"2-175: Alexander Spence 328 A. adj. Mr. John Minor, Richard Sturman, Edward
Franeklin, Patrick Spence, near Minors spring at the Ct.house. 15 July 1695.",False,True
GRAY_1_173,2-176: Philip Shapleigh,80.0,1695.0,,"2-176: Philip Shapleigh 80 A. on Herring Cr. main Br. adj. Ralph Warrington,
Mr. Thomas Hobson, John Bearmore. 15 July 1695.",False,True
GRAY_1_175,2-177: William Smith,135.0,1695.0,,"2-177: William Smith 135 A. adj. land of Mr. Thomas Robinson & Edward Lewis,
land of Thomas Pervis & Edward Lewis, Mr. Sysan, George Bryars. 22 July 1695.
1695.",False,True
GRAY_1_176,2-178: John Simpson,217.0,1695.0,,"2-178: John Simpson 217 A. adj. Capt. George Brent, Guine's corner, George
Mason, up Meddower Run. 26 July 1695.",False,True
GRAY_1_177,2-179: John Simpson,200.0,1695.0,,"2-179: John Simpson 200 A. adj. Lewis Griffin, Simpson's own land, Major
Haston, Battin's line. 27 July 1695.",False,True
GRAY_1_178,2-180: Lewis Griffie,205.0,1695.0,,"2-180: Lewis Griffie 205 A. adj. John Owen, Griffie's other land, line between
Griffie & Simpson, Battin's line, Mary Webb. 27 July 1695.",False,True
GRAY_1_179,2-181: Angelo Jacobus,454.0,1695.0,,"2-181: Angelo Jacobus of Richmond Co. 454 A. adj. Henry Strishton, John
Clistier, James Williamson, dec'd. 30 July 1695.",False,True
GRAY_1_180,2-181: Angelo Jacobus,190.0,1695.0,,"2-181: Angelo Jacobus of Richmond Co. 190 A. adj Mr. Richard Melalph(?), William
Smith, orphans of Col. Moore Frankleroy, John Hawford, Mr. George Eale, William
Yeatter, other land of Jacobus. 30 July 1695.",False,True
GRAY_1_182,2-183: William Taylor,184.0,1695.0,,"2-183: William Taylor of Richmond Co. 184 A. adj. Robert Peck, Peter Butler and
son, + + + + Cox. 16 Aug. 1695.",False,True
GRAY_1_183,2-184: John Bury 91 3/,4.0,1695.0,,"2-184: John Bury 91 3/4 A. adj. Thomas Arnold, James Green, line of Proster &
Chuttwood, land of Simpsons & Henry Bury, Br. of Chingateague. 16 Aug. 1695.",False,True
GRAY_1_184,2-185: Col,600.0,1695.0,,"2-185: Col. Isaac Alerton 600 A. opposite Dogges Island, adj. William Harris,
Thomas Carter, Robert Collingwood. 31 Aug. 1695.",False,True
GRAY_1_185,2-185: Elias Hugher,49.0,1695.0,,"2-185: Elias Hugher of Westmoreland Co. 49 A. adj. land surv'd for Mary
Stockman in the Clavis, John Davice. 2 Sept. 1695.",False,True
GRAY_1_187,2-187: Thomas Watkins(wootkins),803.0,1695.0,,"2-187: Thomas Watkins(Wootkins) of Stafford Co. 803 A. adj. two tracts of Capt.
Malach. Peale. 9 Sept. 1695.",False,True
GRAY_1_189,2-189: Thomas Craine,238.0,1695.0,,"2-189: Thomas Craine of Westmoreland Co. 238 A. adj. William Mozely & Ed.
Waslipton on Coryoman main Br., Nicholas Silvester, Phil. Saunders. 9 Sept.
1695.",False,True
GRAY_1_190,2-190: John Longworth,130.0,1695.0,,"2-190: John Longworth of Westmoreland Co. 130 A. adj. Mr. William Harding,
Mrs. Katherine Brent, being part of 1004 A. Patent to Richard Sleman, dec'd. 9
Sept. 1695.",False,True
GRAY_1_191,2-191: George Smith,270.0,1695.0,,"2-191: George Smith of Stafford Co. 270 A. by Doges Run including an Island in
Run in bounds of said land. 13 Sept. 1695.",False,True
GRAY_1_193,2-193: George Hutton,256.0,1695.0,,"2-193: George Hutton of Northumberland Co. 256 A. onE. side of a Br. of
Yecomoco R. adj. James Moore. 24 Sept. 1695.",False,True
GRAY_1_194,2-194: John Manning,147.0,1695.0,,"2-194: John Manning of Westmoreland Co. 147 A. adj. William Saxton, Francis
Wright Gent., Randall Davenport. 25 Sept. 1695.",False,True
GRAY_1_195,2-195: Richard Cundeffe,2.0,1695.0,,"2-195: Richard Cundeffe of Northumberland Co. 267 1/2 A. adj. Edmond Rasey, Mr.
William Theritt. 26 Sept. 1695.",False,True
GRAY_1_196,2-195: John Strickley,116.0,1695.0,,"2-195: John Strickley 116 A. adj. land granted Edward Mihill now possessed by
Mrs. Elizabeth Spencer & John Iues?, Mr. John Chinn dec'd., Maratico Cr. 30
Sept. 1695.",False,True
GRAY_1_199,2-197: John Harris & Edward Fielding,850.0,1695.0,,"2-197: John Harris & Edward Fielding of Northumberland Co. 850 A. on main & E.
Brs. of Wicomico R. adj. Fielding's Mill dam, Reedy Br., land granted Harris,
John Palmer dec'd., James Pope dec'd., Arthur Marsh. 30 Sept. 1695.",False,True
GRAY_1_200,2-198: John Barten,200.0,1695.0,,"2-198: John Barten of Northumberland Co. 200 A. adj. Thomas Steele, said
Spencer. 3 Oct. 1695.",False,True
GRAY_1_202,2-201: Andrew Chambers,134.0,1695.0,,"2-201: Andrew Chambers of Stafford Co. 134 A. adj. Meshodick dam, Jordan's
Bridge, a path out of Potowmack road towards Rappahanock, William Bennett, line
of Paul Littlefield now William Bennett's. 5 Oct. 1695.",False,True
GRAY_1_203,2-202: James Hassibrigg,69.0,1695.0,,"2-202: James Hassibrigg of Westmoreland Co. 69 A. on Br. of Cose Cost Bay,
adj. Thomas Harniss, William Robisson, Richard Midleton. 8 Oct. 1695.",False,True
GRAY_1_204,2-203: John Carpenter,69.0,1695.0,,"2-203: John Carpenter of Westmoreland Co. 69 A. on a Br. called Coss Cost in the
Clivis, adj. William Robisson, James Hassibrigg, William Kemp. 8 Oct. 1695.",False,True
GRAY_1_205,2-204: Thomas Beard,83.0,1695.0,,"2-204: Thomas Beard of Westmoreland Co. 83 A. adj. John Lancett in the Cleves,
Robert Foster, Mr. Andrew Munrow. 14 Oct. 1695.",False,True
GRAY_1_206,2-204: Henry Brent,1200.0,1695.0,,"2-204: Henry Brent of Stafford Co. 1200 A. on S. Run of Acquia adj. Mr.
Nicholas Brent, Mr. John Pike. 26 Oct. 1695.",False,True
GRAY_1_207,2-205: William Smoote,118.0,1695.0,,"2-205: William Smoote 118 A. on Br. of Briery Sw., adj. Mr. Ockly's(Ockley's)
line by the Ridge Rd., Edward Riley, John Ingor. 15 Nov. 1695.",False,True
GRAY_1_210,2-208: John Squires,44.0,1695.0,,"2-208: John Squires of Northumberland Co. 44 A. adj. Mr. James Johnson, by Main
Br. of Mattopany, near road from Mrs. Flint's to John Squires, Mr. Clayton's
land + + + ++ Mr. James Claughton. 2 Dec. 1695.",False,True
GRAY_1_213,2-211: Simon Conwell,30.0,1695.0,,"2-211: Simon Conwell of Stafford Co. 30 A. upon Potomack R. adj. Bushroad's
line. 10 Dec. 1695.",False,True
GRAY_1_214,2-212: Christpher Jones,53.0,1695.0,,"2-212: Christpher Jones of Richmond Co. 53 A. adj. land of Killingar &
Chittwood, John Overton, John Ockley, Mr. William Thatcher. 14 Dec. 1695.",False,True
GRAY_1_215,2-213: John Jacob,218.0,1695.0,,"2-213: John Jacob 218 A. on Mattison's Sw. in Richmond Co., adj. corner of
Tunes. 14 Dec. 1695.",False,True
GRAY_1_216,2-213: Richard Bryan,200.0,1695.0,,"2-213: Richard Bryan of Stafford Co. 200 A. adj. Indian Cabin Br., Bryan's
other land, Thomas Harrison, David Anderson. 15 Oct. 1695.",False,True
GRAY_1_217,2-214: John Gibson,232.0,1695.0,,"2-214: John Gibson of Lancaster Co. 232 A. on Br. of Coritoman near the R. adj.
Mr. William Lawrence, Carter's Patent. 1 Jan. 1695.",False,True
GRAY_1_219,2-216: Bartholuma Wood,221.0,1695.0,,"2-216: Bartholuma Wood of Richmond Co. 221 A. adj. Mr. Dennis McCarty, on Coane
Roade, Moratico, James Pope, Merriman's line, Wood's own land. 4 Jan. 1695/6.",False,True
GRAY_1_220,2-217: William Hartland,134.0,1695.0,,"2-217: William Hartland of Lancaster Co. 134 A., 20 A. allowed for water, so
only 114 A. in bounds. adj. William Garton, Nontipoyson Cr., Abraham Currell. 4
Jan. 1695/6.",False,True
GRAY_1_222,2-219: Morgan Williams,16.0,1695.0,,"2-219: Morgan Williams of Westmoreland Co. 16 A. adj. Col. William Peirce,
Capt. George Brent. 9 Jan. 1695/6.",False,True
GRAY_1_223,2-220: Thomas Bush,70.0,1695.0,,"2-220: Thomas Bush of Lancaster Co. 70 A. adj. Abraham Moon, Mr. Alex'r Newman,
Philip Saunders, Moratico Mill Swamp. 13 Jan. 1695/6.",False,True
GRAY_1_224,2-221: George Bush,253.0,1695.0,,"2-221: George Bush, John Bush, & Abraham Bush of Lancaster Co. 253 A. adj.
Abraham Bush on Moratico Sw., path to Rich'd Welches, Mr. Thomas Chattin, Henry
Stoneham, path to Rowleys, Job Hill, Robert Youngs, Peter Elmer. 13 Jan 1695/6.",False,True
GRAY_1_226,2-225: Nicholas Rochester,100.0,1695.0,,2-225: Nicholas Rochester 100 A. adj. John Jenkens. 7 Jan 1695/6.,False,True
GRAY_1_227,2-226: Thomas Mouerly,113.0,1695.0,,"2-226: Thomas Mouerly of Westmoreland Co. 113 A. on S. side of a Br. adj. 1000
A. patented by William Beasley & Edward Hawly. 7 Feb. 1695/6.",False,True
GRAY_1_235,2-235: Mr,234.0,1695.0,,"2-235: Mr. John Harney of Stafford Co. 234 A. adj. Harney's land, Nathaniel
Jones. Land is in bounds of land formerly bought by Harney of Mr. Fra. Dade.
23 Mar. 1695/6.",False,True
GRAY_1_237,2-236: William Lippett,350.0,1694.0,,"2-236: William Lippett of Rappahanock Co. dec'd purchased of James Green of
Westmoreland Co. dec'd 350 A., 1/3 of 1050 A., 22 Mar. 1694/5. Escheat Grant to
Peter Buttler of Richmond Co. Adj. Robert & John Alexander and Henry Pate. 23
Apr. 1696.",False,True
GRAY_1_238,2-237: Thomas Yeals,88.0,1696.0,,"2-237: Thomas Yeals 88 A. adj. John Grymes, Thomas George dec'd, Thomas Bryant
Sr. 8 May 1696.
2-238: John Jones of Northumberland Co. 88 A. adj. Walter Allin, John Hill, John
Linkhorn. 11 May 1696.",False,True
GRAY_1_239,2-239: Zacharia Thomas,65.0,1696.0,,"2-239: Zacharia Thomas of Northumberland Co. 65 A. adj. Mr. Thomas Hobson, Sr.,
John Bearmore alias Holt, Wadington's line, Hering(Herring) pond. 16 May 1696.",False,True
GRAY_1_241,2-241: Col,25.0,1696.0,,"2-241: Col. John Washington of Westmoreland Co. patented Islands & Marsh at
mouth of Popes Cr. which he deserted. Capt. Lawrance Washington, son of Col.
John Washington obtained Grant of said 25 A. 24 June 1696.",False,True
GRAY_1_242,2-241: Pithogeras Powell,71.0,1696.0,,"2-241: Pithogeras Powell 71 A. adj. Green's line, in line of Cloathworker, adj.
Mr. James Harrison. 27 June 1696. 5",False,True
GRAY_1_244,2-244: William Wood,150.0,1696.0,,"2-244: William Wood of Lancaster Co. 150 A. adj. Bartholw: Wood, Richard Wood,
John Davis, John Hill, Patrick Graham. 2 July 1696.",False,True
GRAY_1_245,2-245: Stephen Wells,166.0,1696.0,,"2-245: Stephen Wells of Northumberland Co. 166 A. adj. Mr. William Barber, on
Br. of Mattopany, Edward Lewis. 9 July 1696.",False,True
GRAY_1_246,2-245: Stephen Wells,36.0,1696.0,,"2-245: Stephen Wells of Northumberland Co. 36 A. on Br. of Mattopany, adj. Mr.
William Barber. 9 July 1696.",False,True
GRAY_1_249,2-249: Charles Fallon,638.0,1696.0,,"2-249: Charles Fallon of Northumberland Co. 638 A. near land of Mr. John
Thomas al's Mr. Gaylard, Mr. John Downing, James Grope, formerly David Jennings,
Pope's corner, Wiccomico R. 3 Aug. 1696.",False,True
GRAY_1_251,2-252: John Bayley,203.0,1696.0,,"2-252: John Bayley of Westmoreland Co. 203 A. adj. Robert Midleton, Peter
Smith, land of Bayley. 1 Sept. 1696.",False,True
GRAY_1_255,2-257: Abiah Bonnison An Alien [see 2-164],150.0,1696.0,,"2-257: Abiah Bonnison an alien [See 2-164]. Thomas Bonnison, son of Abiah, of
Lancaster Co. sold Edward Gibson 150 A. which Gibson conveyed to Abraham Cornell
who conveyed 50 A. to Samuel Smith of Lancaster Co. Smith died and gave same to
his wife. William Lawrance who m. wid. of Samuel Smith asks Grant of said 50 A.
in his name. Adj. Major Bristowe, on Long Cove, Mr. Smith. 30 Oct. 1696.",False,True
GRAY_1_256,2-258: Richard Martin,542.0,1696.0,,"2-258: Richard Martin of Stafford Co. 542 A. on Waring Run of Acckick, Waring
meadows. 2 Nov. 1696.",False,True
GRAY_1_257,2-259: Robert Scoffield (scoffield Jr,2.0,1696.0,,"2-259: Robert Scoffield (Scoffield Jr.) of Lancaster Co. 191 1/2 A. adj. Mr.
Charles Lee alias Muaston, Mr. Mottrum Wright alias Griggs, Mr. Lawson. 4 Nov.
1696.",False,True
GRAY_1_259,2-260: Thomas Owsley,600.0,1696.0,,2-260: Thomas Owsley of Stafford Co. 600 A. adj. John Thomas. 17 Nov. 1696.,False,True
GRAY_1_260,2-261: Samuel Thompson,164.0,1696.0,,"2-261: Samuel Thompson of Westmoreland Co. 164 A. adj. Mr. Thomas Bowcock, Mr.
Abraham Blagge, land of Thompson. 14 Dec. 1696.",False,True
GRAY_1_261,2-262: William Brown,100.0,1696.0,,"2-262: William Brown of Richmond Co. 100 A. adj. Henry Cryton, Walter Granger,
John Crask, William Bailey, William Brown. 20 Feb. 1696/7.",False,True
GRAY_1_262,2-263: John Combs,200.0,1696.0,,"2-263: John Combs of Richmond Co. 200 A. adj. land of William Yarett now Mr.
Tankard's, Underwood's line, near Indian Needs old field. 13 Mar. 1696/7.",False,True
GRAY_1_263,2-263: John Wright Smith (index John Wright),440.0,1696.0,,"2-263: John Wright Smith (index John Wright) of Westmoreland Co. 440 A. adj.
Capt. Peal's corner. 15 Mar. 1696/7.",False,True
GRAY_1_264,2-264: John Willis,210.0,1696.0,,"2-264: John Willis of Richmond Co. 210 A. adj. Mary Gunstocker, Indian, on
Rappahanock R. side in the Clivis, Thomas Goffe, John Combs. 19 Mar. 1696/7.",False,True
GRAY_1_265,2-265: Thomas Kendall,105.0,1696.0,,"2-265: Thomas Kendall of Richmond Co. 105 A. on a Pocoson of Rappahanock R.,
adj. Mary Gunstocker, Indian, in the Clivis, Thomas Goffe. 19 Mar. 1696/7.",False,True
